category,webseriesName,actressName,pictureUrl,bannerImageUrl
moodx,Sheela X ,Sofiya Shaikh; Ritu Pandey;Divyanshu (Avinash),https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg8wRtyPkvhUk3RUnStDWXTaGtFVBNrIwQ4XqqrZ-1MXew8pttaqof4kXykez9tRsnxmZyGDkERShWxUG3WBNk4riRyYFgck0ME23HuZ4s-9cgXf6dRdNjyh4QXGmVkugDKUDpiE3_8X22xObQQhQ4JclYouibUrm6cyZPBaTUh0KJEuJf_SqmhnaZqPTQ/s0/29.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgH_QWWV6AjH6cvK1nrQiMiRMbogztjNR9PySC4eytS8HwnfxDzx8qddbp8RqGbhxn5KPYYKDVYMu_Mt_W78OLosRrcT8V5gZ8YY39e-HHwibHLa9R7vOWKJt2ILesF0A9iixyXIdcVZiC4Sdj-Ct8eT0I6j6zfBkk5iPXCkpru9ct7PrCA2LTY-qEQsKY/s0/28.jpg
moodx,Sheru Bhai ,Soniya Maheshwari; Alka Raj; Neha Ahensai (Rozi raz) ;Raj;Sumit;Ravi Gosai;Akhilesh Yadav,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhgr_Lk3JhFZQ6I93-BUEel1UVdVpRpWqqz1lNQP-d7titD8tykECJ7THCVGADHW2udDg7-3yOc-mPZf04cavEjOanWLN9AMM5ae7sKZtP1lvKo80WfMrlTXUTQQPU-m6ZgsmGPRhVpY56glQp_45M3XvL-tZv14AJTigX_KePoOsZk0RtxHeJA8WlsTQ4/s0/30.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgUWddYF_Ajs1XTX-aBWLw9m9Gnr08OdpyuOb-rf8juWpUbhidGdFXL5Fenm5Ce6klXU3yvC3BqC_OzNQu400ZDshEwM-FNe7tThqObK57HygApd46_fHNfIqAUoYQ928lDn55epUu3GYiccGiehPatbchzOOP-AuJcgCd9tJdYDlqIi-a1VCh3oJ7s6H4/s0/29.jpg
moodx,Sheela X season 2 ,Sofiya Shaikh;Jony,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjh82vx4NHmCdxXR8YliYw42H_3Lp2OvtaaY3MgLCx2CMlLn17iIRoItdCV-VMpz467frmu7vGKVPE63EWC3YpIZLMrVyLBbijeqZCEClV_C6JJ4IPdfdPTSUTC_lGNYnKUat8jp8blo5SCRsa3-xRQw-g19ay2j8HmPbryZulmimQqa_TVsDLkJ0eh0qw/s0/31.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg1clfMVPf51enyBl2DEsuXRBqejAY04vwjUSAk6AqGxQa4l27YwbhWlEGd_lTxMi9rd31CviEPcPN_gFR9JgztyoQo3hj7qoRmTOvaZOhxqbpBBsrfRTUTXiYkqmoLEMAlAuZREsFFFbt3D5U8-MNiaBae4KgyekG5vHpJzWZ9I9EpaYy3OmherDccTCY/s0/30.jpg
moodx,Dark Love ,Hema Biswas;Akash Dwivedi,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgI9gh8vsrOT2b0-xwpgOIORKTeUQaPoOL_qx3YGxVEaVYNy5uCVaM5AwKbibldQ2qy4OmPGlSbNdoU99tVLIjbdxBeOz9sZ4jMYgkCpQ9-oNTCXFETEdT2nie3okb0a1sP-Dup0-k6E9SAarCXU5Vt1i9s8R4pUQnHAAV_S2znkaaM6biF4hVhb6-2WcQ/s0/32.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEix0iZRxgV7PxPC5vyvSY7MwJApRS63W6DUqQMRMjPA3eZCagB5d_HCdvS9e-v3-DQXTM-lJGau3XOVsP6cMbstFjE3bZyjAm4p5OkhuYADj_yTH_HmDmly7CXwPIWMMki-3dGhrtn8foZArOJVablp3ART0jyWdIuOlrkT_rjIHXfYo1ybzGoWD3zZWzQ/s0/31.jpg
moodx,Serial Killer ,Ritu Pandey; Vinod Tripathi;Akhilesh Yadav,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEju4rkIWZYvhN1KYkfmc7zpyp8zTFk94fSwiOgZuld3lgqVJjzxZWs3QsB0XBkcMwYoP6wgXQYb-DQRdwPO2yTw9oOnnG0IrolCe7jCLPj6nf2Dk4fiE9e0o3BKHd8gwLpAtuc2GLPNAHZ2u4F1K_5vICvV39P1RL_jxwc-5BVM01h5_UHf7kraU5-acLc/s0/33.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjRM1rMM_YG83mJ2d5c-_G219YkuCMYm2X6RxwFUNfvSLljJMUn1IMIjJFLPY3OHADmO_cS7gocR5RW-sj9C08PMs-kEel-ORR72BwaSaukaJw9XwB8kZUj3IPbI2rn0O-WGHdkUA5ahVZ0fUyPtvIRp_34EOz5ELOElGa_1zMsPw5khjCJWSnFu4D-6T4/s0/32.jpg
moodx,Sasur harami season 2 ,Neha aka Nikku Verma;Vinod Tripathi,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgaJqCdk1yO5kbASODHYYiOgJ6hk5R-NuRhhuXgDVSGEIaoXkAQDDGXGJ2dhGHeAAu1d2y_TcRLnsjwK2er8y8WIqDwDMAru_GIDUW_BYDrBMqzW-BfYkivSIRsPEPCYIqchhstv6GfzarqEjmG9uMt_-AqGm4D-2zyiyx7y9PoFo39lV2dMwu-Nz8tOaQ/s0/34.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh6QOLBhcwZolcavSYQunLqNprS1ggkBj-nuw-Hzp-8gmFV1prJj28r37Q95HeaZrPTh6FHAsPKP2yB_6dVELLX8QS_w4lBaaIjcaMRHFBTdvTNlIsLVNdjFucJKEMfnkEcRUnA6DvdiPtoA3M0HD-RAkL3ZyZZLTA9iEcdsUAnHRI9ekNQeXLa8Fsygkc/s0/33.jpg
moodx,Dirty Dancer ,Dipali Bhabar; Kaira Sahgal;Shakespeare;Amit Kumar,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhv5X5z4lgrpDjQeGB2stBITpRtnIggM4PUCB5fsYZg6GBHW2Bqs_L4BNbspLSLAjFrTOWRQKnAt4co_tkQVYMDv4y00jO14Yn_TsfIO2llY1AchYUwjZZpqC1sXyOUdKqCWGGeNGj1FcmzWQJvYtRaV8KlMKlOndCgcuitE27AQ4EKz4ILyx3YLkDYGNc/s0/35.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjGTZfh_qpera-AR8olaADZIWZs0pP_fNlalnnEFQxnf5d0wqOWLlnW1wtqQy7w1KI6jsF-vEyOGZEP3SSS51D_18WZrgwZIBZNgd50cSfYH_a0pXlTkH5PwOsdy5_pfw8JYod-ArtdwNjQQeAORDkLM_OdOZmg7FkyJqRo4GJ3hWs86Vct9Q6BOG3efsI/s0/34.jpg
moodx,Kajri ,Ritu Pandey; Gargi Khakhalary;Raj,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiStwh5zpUbXiDY3RTP8BHzLvY7hq-EDHoN67tkABXj3PnU0oEGGHzN34OrJL47Bg7Vh680kyOzKKEmFUJYDW7t5kDQW0OtddE6i_Y8jRL3wdt7-tIE3keYGsdJVtrfotm_VsSOVxXBD4yo7kWjIxLNMECUZSzeamUoZmkdOegSjgZMUvafIxU0PhCJ0XI/s0/36.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgx5DTfs-VxkH49UKwxlxrlsnScS8gA3mxHv_W-Q4Bs-6BTm223omI90wzVUQKgIv0tFfaRgaa4cO50EhqrE88idBBZiR1_dWMnd84S7mgClgd6H2Ch5nKf8htAkSCEa_pgNQ3hGvutZgnuYZiq7gb3sdicqgfuB8CLWkXXzydmbAdLmC75HGDGYHx42SI/s0/35.jpg
moodx,Gaon ki Gori ,Kaira Sahgal;Shakespeare;Amit Kumar,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhY9EoyarUVvl1w5ZwxeojUZQyy6uUYjFSMm7bch3MOI4iwnhOJnMFK0Z6giRzOjAnSkCQtUNyO5uDkvjFcG-eLPzEksj01oEeeXsobHdaTM2p_Hzc1OC7tAfHfdfWOZWbD7wjnPOg-fdBTYwSdq2fpGJlKv06YoeJNVKvMuNRn4o6zip_O6mFG1Q-B6Rw/s0/37.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEicNRsHmIH1tFBLKBSEfzc_GBKRcQgEHo-im74ikeAUNmD8A-06gnfv950faJv_ZGbIQDzCnV-NiPcthqPJcMKzZ54wdrk_TIZbZUAgXdvMSlkaSiwk0MISEE36bs5V-4ayGAdlLD_DOhUVfhwKBlaH_BFtRkai0FHW2wGsK8_FSDPlAo7CFjPjaQ2pDqA/s0/36.jpg
moodx,Kulta Season 4 ,Sofiya Shaikh;Shakespeare;Deep Singh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhsPYDe6YxP8ng1KBgn6oEjaff9yxG2hVLh4toNIZxV9q70GEbR-pQgOULXHCOGEFUk1EywdIA23wXRCoPvFhOdViHOQS5Xt0H_1MM3uk2qlUzjOxmC_HffwBnzrvKoI7kIEamjS1pv5KN1RAxQq4dEsIDVAuJZ9hLMDozDTdnx2caIo0moLyFtWn48yFY/s0/38.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhK8JLCzA1GoM9v1o6mMqeUr5FvOaYwGr7PhSMRb62l7yQa4o_eEx7tlSfFvKOsCJlv1PeYeWZWomuKRXKqtGRhM3ujoOLF2kr__7hmnUxqocAmsNJ9nUtkimIXdJ4JHL43CL9KqwSqitLcMhdvpIgvurqZeDYTpp9cwHWgoMQ7BZDGtFZjueiW87z2ueA/s0/37.jpg
moodx,Bagalwali ,Prajakta jahagirdar; Nia Patilvanshi (aka Janhvi Patil);Shakespeare;Vinod Tripathi;Akhilesh Yadav,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjSNrbw9RLjHtXOi6xDrdwLmNabGApphVpjXZZBQDTQb_lClfch2K-_DZ93m7GdUzYo1TcgZCqz9Y8sHTwUxSdPxmq1dDueLIzGZqe_74gWHNQnErw4tOCv3xEZf71ZMy4zFt6OD305CxkpoSXgWxzQNz72vfEg5sObWWcgijHnDRB9skTDC-0YK1-7YLU/s0/38.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgvXmfYmRqRN2-9T1xipnOtuidtyWzRvZOk9ImMjp3sqZgZdNYyVcAS8g-d_6GCJk3iJNhsmBPSrRiqv0-wVDNfrQeW1LxX4G_rDe6LqH6kez6Vx_50MtlP0bKu5CU_weBynuwcVC21AzD2mDh-EXuBCWDKKr_nlF4dTR6e5vOMmX6Ei64T7kS00Icl2d8/s0/38.jpg
moodx,Andha Sasur ,Ritu Pandey;Vinod Tripathi;Akhilesh Yadav;Shakespeare;Sanjay,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgIvT8NChm1xkPYDcLLyg6fjLHlY87nAskI7cRJC3ayOetnLcfzUjIWiijShv_D5PxTJQXd-ixa-4-iK17Lk3PXJ1VLTllMxip-DQo9m0LKUJq89BtTwne-PLdQdSnTE2JpNV8594KhI0NZ6nCHLihz16I34q_JgMaKxpxYuw044zhJsIGQ_GLasC7Ga78/s0/39.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjrGl6LCoogq5sm65_8yo4hcCzs-YO-KcWQiQLhe5ig5qRbScUug47o1SCvqHHpVOSkWP3DqzYHZIXbhoqJrF_Vs2I7Y8g9k7LgfQDU6eVi1oMRwcOt2oJ5EldgWiAWSi9QfFv9OgV2I5z5BlpKQbxNIkv1A-HjUGE3mxemXqCoVFCdpv4bUiWMDwdMPnI/s0/39.jpg
moodx,Jamuniya Season 2 ,Dipali Bhabar; Ritu Pandey;Shakespeare,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj4_5jieNOQ5xdv6E4aTA4oCcIMVu1dvWF0MeAUZrDs9WLTKhdyQ3CKaDcl3iGk6ggjHGJnzqpb94LTC0k32WKDXRcTPIDg8FMvatMkpkzE9e2_40uXQedGg2kBBdk_R0SD9JXY8QnKdxJS16dzzdjXwXFUoPY6tcDueptNdbi8fKaXUsOrjcD5GJ6SZgw/s0/40.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj3F-zOoxqRDyzEjNkxNt4i1uvlEVMZgdZZMcSXWJQC8wBMVMKmihuqSMHXez5ecINZVfSuAtm01JmpLRq9ynsvwiNptrlKGa2IRmSR1Jt2ZelRJGuPvRCC2ks7FCqalAv9kEN2ZrcXibthMHinSvN1PJtsQO7oL06XnSd13v29TzbcD9flSvMSQjXXBZY/s0/40.jpg
moodx,Pagla Se Pyar ,Anjali Thakur aka Jerrynaa;Ajinkya;Deep Singh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjw1jsmkMswf46fojcVDE5YFl9qbfWIsHyI198t110p95gGbuGrTUCo1vRmttkvlfBv7KOUycYIkDSMpnMLNJurYzQXpU_AexfKsj-Zt1tAac-pa2kJ08qMdVDrmNze6j8Kf1X1ZXCE_2XpSWydxiLw07IrbmqH91FxrdYQ7ioE2yQLcN6cvlLzVZqqkdg/s0/41.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEijlt7sT7lt9cxBy4Vuqs2njXw7qPgr1KbqmPCmW5glU24VD2RVO2vV2bRSaq0VURop8vDUD_nC2Cetz14UdkI0H1h4zOSoxgOyRXqMj9NK9PjPduSyyAM2EpzZPhJrVB29Cc125EUQYFNVAFnfNxcaLPweBrPNZ-7z8ztZv73DUgaLT_dCarXhrZJUU9I/s0/41.jpg
moodx,Gupt Shiksha ,Kaira Sahgal;Ashu,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjXaL-4gEUSwkvsZ4QIxTdpm_Au-3g-i_8Z7BXBlIu2BPK4o242K99qpKgoK8Rph56b2IO7Q50F4JN-auRiNp2ZCnmyc0Bog-FVw3-XNO_heFlT-zAFsbVw777jzPmlS6XoUPb8OLwzb_aVSI6rBUy2s-jYf5q552MEjooY2bVCN6Y6ILH8U_Qxw0JBuZ4/s0/42.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiwfTrt-_5W80BnSSrLx3GNJQEmYobMev37OdmoKXcxd9tcL5CKfvcgYmoYTDUFJfO_-c990a28SEqC21cQSiSjLVmIVHcb4a-LfttsOAaNkKKFHy8p-PjkhhsWj9TjwsdEAH2jt6_7xIVXa6YLT-osztO_8x9j6u6qoHNDuag-LZ5QlCbDFtg3pqmIz18/s0/42.jpg
moodx,Looteri Jawani ,Dipali Bhabar;Kaira Sahgal;Shakespeare;Amit Kumar,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjJV59ZoaTWbvgOKh2hc9rnpx4fs_0baHAtINx36JZmD2AbZ11KwXgkO8I8R-1Vuk0cxYfOF9Wr_aWQ6-jzIvBlew0EFbYsl5uMBVC71fAnGSzL9f_47NaD1TzJGVvDiRfkrVRk9TqKwwOMNKyK8X1RiQ_r14LyvhL0saB-6i-tj8EuMMARflzglGxMCMU/s0/43.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCkepTEc1P9O0hmxDYcXlAwV3l3pj857QISNR16PxitdEP9n8zjmeqzrgwxcdQ9aTqVZXCHtl46H067bGvzDf75LsYBa4YQEQEhhHSb47DmEnpK9XcZHMnZQL_ONuhZfAIc9mxHSAMgyPl0J0j_ru-LoHshnWUfTuHOrLkY3txgp4y28yTPtqT-jONp0k/s0/43.jpg
moodx,Saiya Mare Satasat ,Neha aka Nikku Verma;Rutendra,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-XdmeVbJpSLvcvfG0Q53dJwCXQMI0WMrnOlx7mhH-cKYmjXQW7EjgGFk_igTJzIGpj3-qE7NUwkkBgMGcgtsp5081rolbmj04Wuyj8KA0I0Dh8MPhaWP-gVASyV44C3CDypzc_4_fmLppKdlDWty_2dExKjDwuWRrQARWFaKUTqI6y-QuQpO7JBLV7H4/s0/44.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhYhxGP1YuQK_3WN1pWiwYtQ1XEmBFI6pawiUMYzY3FbFNzA3CGhSXtR88D7U-6U0wrxhnih9aywTwYBTDBCACWiWCpC8CeMcEdrPvI7NyNdDAg-VQ0PE4fxB2waZkmTMFoJj76sV3cZkxAyOEIzI2V7R1F3bhBJjM-XQsW2hEbrRdg1QFcyL4eeTFMnvQ/s0/44.jpg
moodx,Aunty Ki Ghanti ,Soniya Maheshwari; Alka Raj;Raj;Sumkit,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj9nrNFFUakzPsiK0nHIeWwjVT_5f0w1oW84JQ7I-1tbdBQd9MsxrhPluzbuKfLAg9AX3-0NFe_lGyoKQC-jD9KudpCV1gCz-naXdiV39Hsx7wFMHjI_CAET0Bku94t57raX3gIDldRte1lOFC558ZvqP-PLarr63kVTHSCIFhTiEmK-98siexjo7FIajQ/s0/45.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgCpyKCBeDxJ5IUaqbbnw3c6z4EtJyhIRLrkKwzGdRKKk5VtLQugSK2y9rMDCkYG7lG4mwGcIUqiq4VBPsTzymss226H1clwQeLsZrg5SJutlYuzT9x0KY1nPqYdDwEExJaoN9T1sYSNNE1avBn4ag9qhBFgLrWrTfppBBSDnQG3G1o4pNjxFc8ovF_fcU/s0/45.jpg
moodx,Bahon Ka Haar ,Nia Patilvanshi (aka Janhvi Patil);Raj Shekhawat;Deep Singh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh3saIiIwRo-ZnuZq7Iz81KVY3wQW6G_2TvJJqii61TPr6rpIsnytDqFNxbqyIa5XfBN-etYiMctuF0C4BcKxp6FXgQ8beuRVISUcANJ0VCWkgkD3u4uBgvEbfIE7b13-wyyN_hqO_CcsWUvyA36HXqEhw86lKG4Fs9AIr4GH9G8rCwpu-pIEjY3RKBzuo/s0/46.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj1-8NhNSucixr1cMVAJnsYV6w6rMRM0PG4pOLwc7ge6WODLG8Y4KLTl-FbgdoEiWPXjn4OXCBtbQOXPKks3cuUozUuqqx83vXsCXTPnu1gf-Bmnk1PleJs7VqwwWTcXSNW6IdZs-bkabOT3yTJVShbRzwaaNYj2AdJT6NPFdSPSj0kvjJv3BvMtRsM5gg/s0/46.jpg
moodx,Kirayedaar Season 2 ,Anjali Thakur aka Jerrynaa;Vinod Tripathi;Shakespeare,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjGwV6ke2jd6Ek9FBbLSUNRIPWf_6tSAIN_B2lleCnOJQc-ZeUE-PuRKmINxdNTQhT1D6ySXOsb0kYs_HnYRVJoDqmazVBiBmaG0Nie4W-popmRI2jX_F6UsHT0H7NksDuk134lyA1GTL2BeBPeMDs2BIB-tBotfJoP_0ib5QODiPsEGKFq8jx8sdZrTNY/s0/47.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhPU0ChjvoYvrX7L3Lgn38IvbP9T_-TWqInt3q-DVMiYM660uUD1v7xIdtEwuhWasBYWgjQu0HBCigp5UmtnPqa-n2AX383dw2oIcV44ywRuiaicPrkEMBNWLbBHE2v7WiebVvg2ojc1z_jCxB3AbijExoXt2EVAXi45TY09Z1nH44maLw2jUQIIzpPivk/s0/47.jpg
moodx,Room No 69 ,Sofiya Shaikh;Shakespeare;Deep Singh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjvcvogqWba9Aat1O7vsgrQGNxwgHC3VYTxhge6CvChu9zn0noOCyKChqFss-2RSUrMtMr8fJQf6oUDj7t46rAe3QAG73ed8Uq1pjy-xYPeOKBvazTLuzlNovLaqjEBHeSAU3Qp-xNQ-UH7cpzK1_dEARYrJe2vJqvw50Fdy9EaqOXNMjXqiX_r-h_VGbQ/s0/48.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiVNIfnFKEtw6AeJTWCepoVXPX_3ubDF7U3wdx3NHuQPPDDDc29ju9gvHLsgfjV5ItkP9lHhbcZoQXimyti4kAhy-_LafkPWeZkgo9y2GxH8TvKGLs5ffU9-EmHFQ7D734BfcJuGTs3W9NzW8CmHnNtQCB1H3oqg_BMOQgNM6JY2svYAIPfP_6pzaRWS5E/s0/48.jpg
moodx,3 Jawani ,Sofiya Shaikh; Ritu Pandey;Divyanshu (Avinash),https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi5hFpVm1GGX43nRds1e8NIAL03XqGHYM3ooN8XKtJGL8lILpwD3SsDbzWsH8_viSNlznkDFyHWn-S8cz5gXurrTzXpjBH8V5Oapdg792z2C1AgQrLpXUpUwtsXQ5E0fJyeE1sA0GgsprcwGM3v8bQ5WvImHD7FW-OXank0BP_BCOlgWyOdWS51ZpaQB6Y/s0/49.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi57W4RBcGUHe5qhUHjNwLReESM2S8elqijROEEG7lIYpNupFvDsebGxC0UMcrinKI4wnTGI6ZSvJ4po2prNsX33KdzUlu728KTPcQo_9YnkdV9v1kwQq0Rehzgcg8mbMAQLtCMQTbr6_yvhu5ukNy0vHP9LaIn2eqdB0WNMONYFmXd19HnYZd_TXpS2Vw/s0/49.jpg
moodx,Christmas ,Ritu Pandey;Vinod Tripathi,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgBclC89ifBjWQJw9RwBRLVygeZk8syoxU8rzAx1HFjln65drV9QCJ3kDJV3Iu4avZm5YA2QIyMl6JVpAFwRuJxzUcZY3gd2RLdQ9p1yZvYQb4fqurSH8v0xf0SMF_U2jTSIgK9rZ4OdswIX_fryPAmSvWZg2qB051AXy5Wfkd0cIX1CFmMgAUdW0qEZ2o/s0/50.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjAjeXvlomGoN3DW1S970jnwb9ELODnV-CJHIJAecB4USf9si5nvjN7D3bEZ5xLvJ3u-a9Ivk2D_wTmUiHDBRwC0DdJwQI-0KHX-IIyTP4u057OMkxC8Y1SZ6_J3f9_Poq0en0CKd55Mwfy1IABcMx_HgEpwHulJGTwVIh6666ncgyQm7OyTC8EhqY3ve8/s0/50.jpg
moodx,Safed Ishq ,Gargi Khakhalary;Raj,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEge7wblFqOUgC7iUOmpVHW0lVXopq6LZILdvT4D95nZ_k3KrHtdFjbPQ6cVi6JjeYmA7WhNuBx0Ee7dRfa2XorppV34Z66U6HWFHEmIfZXflp1N1nmzxsO381e2BGtLTIpwe6E7WqG-gcX-vElCLrWFexVRXG26_s3k9irmeHU2HzfN7Y-_7HlrK0CpPW0/s0/51.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiSEgr0xDf57Goe31Bz1cOsjcyLGTtegEvxr8fucVWVgYKCf3EXYEPZkWi65lqLeI2qH_ZMoiG4l29mjtm_qQTExTAsiSSm0GrjS-w9U-ftDW8GgBP9sUCvmX6Cvvu3zVfrQaYRSuFMV-jYFsa_l7ZeDnbgsGC6T0cmVOVR_wi86AjFNmhO92uS80aNnNM/s0/51.jpg
moodx,Hungry Haseena ,Kaira Sahgal; Aarohi Jhalo;Raj Shekhawat;Deep Singh;Vinod Tripathi,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj7ub89xT_-EpT7i3bVden0eZkaZtlS7U5BbIebU02cRxak5aN8VCWXUjsV49x08T-HjxBnHjyOtscIZWPuv-Mgb5BhPM12Dh4Xa_sjg_VjWbLrXHW5cXxESnM4P6QmLIQg5BqoxJyzwErpyQwHl_Ol7s5vOkhTIHeRzm-5zjdxYDajxObe2jECH9thq_8/s0/52.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjIFkmnDZetXBJ1lTes1NpzPYfsjbANbf6rdX8WYNMfjw6hweAz4K0kWtusT9xKwavqsIFSpHkiheFRoarjTKnurw6b4DQ-66Bgx4qTgwWIYcpY1t_3i1_w-PhDq-5g_Q4lgEpXGPqkKUCgjZa7Pe0D2UEs1DpTKkZxFL8hrHgVGD2ked0QRK3zcqkBX3Y/s0/52.jpg
moodx,Chaar Yaar ,Roshni (aka Ranjana Arora);Shakespeare;Sanjay;Deep Singh,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEis9xQjzZMolSkPoJoQdBJZ7U8Ma2OzyyfxaeAPadrAnLK9AbZI4-6l2ue5Jy8_3BMdaNjhgZUaDIu41cMlfUQxWw6C1AX83HpQQVGI-799Bo-t7lZ0Y2sjHXkNBTxLseQwOYDJR42jaOxsfu7nmhpZ-1kZCUqyXMOFy7ciu2RfG2yNYfHFa1bdBfwdv9E/s0/53.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjMErJG473-ekGABkeKXyk7ECvztu5P3KU0iHwB627gusl5zZzZgs0PnOP2IW7m01E2YVfNLIdpljFlWyZr5xtgli1mThFAgqNzIUnPqro6bNqEyXvUbDWSN7nLm3I3VOyeIjgYVr3KtROYVfDLEEarg85BC0OFeMYSUbHL01rzG2RYoP6x03Mhi99LaDY/s0/53.jpg
moodx,Jamuniya Season 3 ,Dipali Bhabar; Ritu Pandey;Shakespeare;Vinod Tripathi,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEitP85ugjTZHVg1PdhZ6Iv4XKVwfnKkqzNvGWUBWuMI3npjdB-8FT3Cx7fS91TiE1PSNI9-REvmYQrcbRZqVViCV1LLJsR3XJyaNWJNsM1zCezptKBmMPl7J2wTSWVYjBZ2TCKsoJ4IEVAX9ysl_48P8eg3KSvh_UQuWafnr3GYgUgfE4ZO_9OlypGqYZ4/s0/54.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh3F1SDuoBm9ZMQ26_k6CKnNEP-ln-T_udMv2fJh6D4oWcmDnO2XFHuDnA2pY5opXXf4UYXXvKDBKIUCJWhhgDtLIAxZIuYQOrE-psZBrVy9XHmJsgHsd3_FnoIjesfWtpXSGpGTlbUjN18FRXVKBWEelGoqGnrIM1TRbi0iSs90CmZKmY5F5mqPFQ8Yao/s0/54.jpg
moodx,Tina Ke Indicator ,Tina Nandi;Deep Singh;Ankit,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgR76k0B4hDqM85M3O_hZRAIp6HTBiTDbFjxvB2oU_IB6MVGUKMGfTGBAQRwt-TXPDxUWfsvITfYz2atUExpVwpNMfQvRbRXEcpJNG4TkrcerfWvK7RyrthxPWkYwBA95hVStPUI1nGlphhua9dbD9Ebs7Hyr7HLaejsnkJ_cbG0kn8djSGaHnkqggzMJM/s0/55.jpeg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhI32m_-S6oMq8syFle4hwz1HitOVAFGmmVTq6rsOtGVe6BdmiKxEoWlVwV-2ZdcY-biQJEe2r0aa9Ll4pz_bt4rQmBVixKHoIEKQLYjZ5HYm6Gr3M1SyP5BC4xXp51ym5FiS5jZm_zCctyqyxaor30Y19sDLoCBil37xbbKNEnqD-FqpbC1Yz4-AUk-CI/s0/55.jpg
